specimen,length,structure_weight,haul,date_collected,latitude,longitude,region,read_age,test_age,final_age,run_number,scan_name,comments,unscannable,percent_affected,other_problem,crystallized,broken,side,timestamp,file_name,session_title
424436,33,0.0003,26,7/7/21,57.1102,-156.4486,Kenai,,,,1,JJ202101202_424436_OA1,,0,0,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424436_OA1.0,NIR_JJ202101202
424437,39,0.0006,26,7/7/21,57.1102,-156.4486,Kenai,,,,1,JJ202101202_424437_OA1,,0,0,0,0,0,L,8-Nov-23,PACIFIC_COD_JJ202101202_424437_OA1.0,NIR_JJ202101202
424440,50,0.0009,26,7/7/21,57.1102,-156.4486,Kenai,,,,1,JJ202101202_424440_OA1,dried tissue,0,30,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424440_OA1.0,NIR_JJ202101202
424442,55,0.0014,26,7/7/21,57.1102,-156.4486,Kenai,,,,1,JJ202101202_424442_OA1,dried tissue,0,35,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424442_OA1.0,NIR_JJ202101202
424444,53,0.0013,26,7/7/21,57.1102,-156.4486,Kenai,,,,1,JJ202101202_424444_OA1,dried tissue,0,15,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424444_OA1.0,NIR_JJ202101202
424453,49,0.0009,24,7/7/21,56.57772,-157.2351,Sutwik,,,,1,JJ202101202_424453_OA1,dried tissue,0,5,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424453_OA1.0,NIR_JJ202101202
424454,48,0.001,24,7/7/21,56.57772,-157.2351,Sutwik,,,,1,JJ202101202_424454_OA1,dried tissue,0,3,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424454_OA1.0,NIR_JJ202101202
424456,57,0.0017,24,7/7/21,56.57772,-157.2351,Sutwik,,,,1,JJ202101202_424456_OA1,dried tissue,0,30,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424456_OA1.0,NIR_JJ202101202
424459,45,0.0007,24,7/7/21,56.57772,-157.2351,Sutwik,,,,1,JJ202101202_424459_OA1,,0,0,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424459_OA1.0,NIR_JJ202101202
424460,43,0.0007,24,7/7/21,56.57772,-157.2351,Sutwik,,,,1,JJ202101202_424460_OA1,,0,0,0,0,0,L,8-Nov-23,PACIFIC_COD_JJ202101202_424460_OA1.0,NIR_JJ202101202
424464,39,0.0004,24,7/7/21,56.57772,-157.2351,Sutwik,,,,1,JJ202101202_424464_OA1,dried tissue,0,15,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424464_OA1.0,NIR_JJ202101202
424465,42,0.0007,24,7/7/21,56.57772,-157.2351,Sutwik,,,,1,JJ202101202_424465_OA1,dried tissue,0,20,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424465_OA1.0,NIR_JJ202101202
424466,40,0.0005,24,7/7/21,56.57772,-157.2351,Sutwik,,,,1,JJ202101202_424466_OA1,,0,0,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424466_OA1.0,NIR_JJ202101202
424467,36,0.0003,24,7/7/21,56.57772,-157.2351,Sutwik,,,,1,JJ202101202_424467_OA1,dried tissue,0,75,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424467_OA1.0,NIR_JJ202101202
424477,37,0.0004,24,7/7/21,56.57772,-157.2351,Sutwik,,,,1,JJ202101202_424477_OA1,dried tissue,0,5,0,0,0,L,8-Nov-23,PACIFIC_COD_JJ202101202_424477_OA1.0,NIR_JJ202101202
424480,32,0.0002,24,7/7/21,56.57772,-157.2351,Sutwik,,,,1,JJ202101202_424480_OA1,,0,0,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424480_OA1.0,NIR_JJ202101202
424487,46,0.001,25,7/7/21,56.58112,-157.2415,Sutwik,,,,1,JJ202101202_424487_OA1,dried tissue,0,20,0,0,0,L,8-Nov-23,PACIFIC_COD_JJ202101202_424487_OA1.0,NIR_JJ202101202
424496,35,0.0004,25,7/7/21,56.58112,-157.2415,Sutwik,,,,1,JJ202101202_424496_OA1,,0,0,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424496_OA1.0,NIR_JJ202101202
424497,36,0.0005,25,7/7/21,56.58112,-157.2415,Sutwik,,,,1,JJ202101202_424497_OA1,dried tissue,0,5,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424497_OA1.0,NIR_JJ202101202
424499,34,0.0004,25,7/7/21,56.58112,-157.2415,Sutwik,,,,1,JJ202101202_424499_OA1,dried tissue,0,60,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424499_OA1.0,NIR_JJ202101202
424501,30,0.00005,25,7/7/21,56.58112,-157.2415,Sutwik,,,,1,JJ202101202_424501_OA1,dried tissue. Thick. I think R? ,0,75,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424501_OA1.0,NIR_JJ202101202
424504,30,0.0001,25,7/7/21,56.58112,-157.2415,Sutwik,,,,1,JJ202101202_424504_OA1,dried tissue,0,50,0,0,0,L,30-Nov-23,PACIFIC_COD_JJ202101202_424504_OA1.0,NIR_JJ202101202
424505,40,0.0004,25,7/7/21,56.58112,-157.2415,Sutwik,,,,1,JJ202101202_424505_OA1,,0,0,0,0,0,R,30-Nov-23,PACIFIC_COD_JJ202101202_424505_OA1.0,NIR_JJ202101202
424507,47,0.0009,25,7/7/21,56.58112,-157.2415,Sutwik,,,,1,JJ202101202_424507_OA1,,0,0,0,0,0,R,30-Nov-23,PACIFIC_COD_JJ202101202_424507_OA1.0,NIR_JJ202101202
424508,42,0.0007,25,7/7/21,56.58112,-157.2415,Sutwik,,,,1,JJ202101202_424508_OA1,dried tissue,0,5,0,0,0,R,30-Nov-23,PACIFIC_COD_JJ202101202_424508_OA1.0,NIR_JJ202101202
424509,50,0.0012,25,7/7/21,56.58112,-157.2415,Sutwik,,,,1,JJ202101202_424509_OA1,dried tissue,0,5,0,0,0,L,30-Nov-23,PACIFIC_COD_JJ202101202_424509_OA1.0,NIR_JJ202101202
424514,48,0.001,25,7/7/21,56.58112,-157.2415,Sutwik,,,,1,JJ202101202_424514_OA1,dried tissue,0,40,0,0,0,L,30-Nov-23,PACIFIC_COD_JJ202101202_424514_OA1.0,NIR_JJ202101202
424515,44,0.0008,25,7/7/21,56.58112,-157.2415,Sutwik,,,,1,JJ202101202_424515_OA1,dried tissue,0,10,0,0,0,R,30-Nov-23,PACIFIC_COD_JJ202101202_424515_OA1.0,NIR_JJ202101202
424527,50,0.0011,28,7/10/21,55.14716,-159.5272,Shumagins,0,0,0,2,JJ202101202_424527_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424527_OA1_rescan1.0,NIR_JJ202101202_rescan1
424527,50,0.0011,28,7/10/21,55.14716,-159.5272,Shumagins,,,,1,JJ202101202_424527_OA1,,0,0,0,0,0,R,30-Nov-23,PACIFIC_COD_JJ202101202_424527_OA1.0,NIR_JJ202101202
424533,46,0.0008,28,7/10/21,55.14716,-159.5272,Shumagins,0,0,0,2,JJ202101202_424533_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424533_OA1_rescan1.0,NIR_JJ202101202_rescan1
424533,46,0.0008,28,7/10/21,55.14716,-159.5272,Shumagins,,,,1,JJ202101202_424533_OA1,,0,0,0,0,0,L,30-Nov-23,PACIFIC_COD_JJ202101202_424533_OA1.0,NIR_JJ202101202
424534,52,0.0012,28,7/10/21,55.14716,-159.5272,Shumagins,0,0,0,2,JJ202101202_424534_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424534_OA1_rescan1.0,NIR_JJ202101202_rescan1
424534,52,0.0012,28,7/10/21,55.14716,-159.5272,Shumagins,,,,1,JJ202101202_424534_OA1,dried tissue,0,20,0,0,0,R,30-Nov-23,PACIFIC_COD_JJ202101202_424534_OA1.0,NIR_JJ202101202
424538,45,0.0007,28,7/10/21,55.14716,-159.5272,Shumagins,0,0,0,2,JJ202101202_424538_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424538_OA1_rescan1.0,NIR_JJ202101202_rescan1
424538,45,0.0007,28,7/10/21,55.14716,-159.5272,Shumagins,,,,1,JJ202101202_424538_OA1,,0,0,0,0,0,R,30-Nov-23,PACIFIC_COD_JJ202101202_424538_OA1.0,NIR_JJ202101202
424546,42,0.0005,28,7/10/21,55.14716,-159.5272,Shumagins,0,0,0,2,JJ202101202_424546_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424546_OA1_rescan1.0,NIR_JJ202101202_rescan1
424546,42,0.0005,28,7/10/21,55.14716,-159.5272,Shumagins,,,,1,JJ202101202_424546_OA1,,0,0,0,0,0,R,30-Nov-23,PACIFIC_COD_JJ202101202_424546_OA1.0,NIR_JJ202101202
424547,54,0.0013,28,7/10/21,55.14716,-159.5272,Shumagins,0,0,0,2,JJ202101202_424547_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424547_OA1_rescan1.0,NIR_JJ202101202_rescan1
424547,54,0.0013,28,7/10/21,55.14716,-159.5272,Shumagins,,,,1,JJ202101202_424547_OA1,,0,0,0,0,0,R,30-Nov-23,PACIFIC_COD_JJ202101202_424547_OA1.0,NIR_JJ202101202
424550,49,0.0009,28,7/10/21,55.14716,-159.5272,Shumagins,0,0,0,2,JJ202101202_424550_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424550_OA1_rescan1.0,NIR_JJ202101202_rescan1
424550,49,0.0009,28,7/10/21,55.14716,-159.5272,Shumagins,,,,1,JJ202101202_424550_OA1,,0,0,0,0,0,L,30-Nov-23,PACIFIC_COD_JJ202101202_424550_OA1.0,NIR_JJ202101202
424563,40,0.0005,28,7/10/21,55.14716,-159.5272,Shumagins,0,0,0,2,JJ202101202_424563_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424563_OA1_rescan1.0,NIR_JJ202101202_rescan1
424563,40,0.0005,28,7/10/21,55.14716,-159.5272,Shumagins,,,,1,JJ202101202_424563_OA1,,0,0,0,0,0,L,30-Nov-23,PACIFIC_COD_JJ202101202_424563_OA1.0,NIR_JJ202101202
424564,44,0.0007,28,7/10/21,55.14716,-159.5272,Shumagins,0,0,0,2,JJ202101202_424564_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424564_OA1_rescan1.0,NIR_JJ202101202_rescan1
424564,44,0.0007,28,7/10/21,55.14716,-159.5272,Shumagins,,,,1,JJ202101202_424564_OA1,dried tissue,0,2,0,0,0,L,30-Nov-23,PACIFIC_COD_JJ202101202_424564_OA1.0,NIR_JJ202101202
424565,50,0.0011,29,7/10/21,55.17055,-159.5174,Shumagins,0,0,0,2,JJ202101202_424565_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424565_OA1_rescan1.0,NIR_JJ202101202_rescan1
424565,50,0.0011,29,7/10/21,55.17055,-159.5174,Shumagins,,,,1,JJ202101202_424565_OA1,,0,0,0,0,0,L,30-Nov-23,PACIFIC_COD_JJ202101202_424565_OA1.0,NIR_JJ202101202
424568,47,0.001,29,7/10/21,55.17055,-159.5174,Shumagins,0,0,0,2,JJ202101202_424568_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424568_OA1_rescan1.0,NIR_JJ202101202_rescan1
424568,47,0.001,29,7/10/21,55.17055,-159.5174,Shumagins,,,,1,JJ202101202_424568_OA1,,0,0,0,0,0,L,30-Nov-23,PACIFIC_COD_JJ202101202_424568_OA1.0,NIR_JJ202101202
424571,44,0.0007,29,7/10/21,55.17055,-159.5174,Shumagins,0,0,0,2,JJ202101202_424571_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424571_OA1_rescan1.0,NIR_JJ202101202_rescan1
424571,44,0.0007,29,7/10/21,55.17055,-159.5174,Shumagins,,,,1,JJ202101202_424571_OA1,,0,0,0,0,0,L,30-Nov-23,PACIFIC_COD_JJ202101202_424571_OA1.0,NIR_JJ202101202
424572,42,0.0007,29,7/10/21,55.17055,-159.5174,Shumagins,0,0,0,2,JJ202101202_424572_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424572_OA1_rescan1.0,NIR_JJ202101202_rescan1
424572,42,0.0007,29,7/10/21,55.17055,-159.5174,Shumagins,,,,1,JJ202101202_424572_OA1,,0,0,0,0,0,R,30-Nov-23,PACIFIC_COD_JJ202101202_424572_OA1.0,NIR_JJ202101202
424575,49,0.0012,29,7/10/21,55.17055,-159.5174,Shumagins,0,0,0,2,JJ202101202_424575_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424575_OA1_rescan1.0,NIR_JJ202101202_rescan1
424575,49,0.0012,29,7/10/21,55.17055,-159.5174,Shumagins,,,,1,JJ202101202_424575_OA1,dried tissue,0,20,0,0,0,L,30-Nov-23,PACIFIC_COD_JJ202101202_424575_OA1.0,NIR_JJ202101202
424578,39,0.0005,29,7/10/21,55.17055,-159.5174,Shumagins,0,0,0,2,JJ202101202_424578_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424578_OA1_rescan1.0,NIR_JJ202101202_rescan1
424578,39,0.0005,29,7/10/21,55.17055,-159.5174,Shumagins,,,,1,JJ202101202_424578_OA1,dried tissue,0,10,0,0,0,L,30-Nov-23,PACIFIC_COD_JJ202101202_424578_OA1.0,NIR_JJ202101202
424579,45,0.0008,29,7/10/21,55.17055,-159.5174,Shumagins,0,0,0,2,JJ202101202_424579_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424579_OA1_rescan1.0,NIR_JJ202101202_rescan1
424579,45,0.0008,29,7/10/21,55.17055,-159.5174,Shumagins,,,,1,JJ202101202_424579_OA1,,0,0,0,0,0,R,30-Nov-23,PACIFIC_COD_JJ202101202_424579_OA1.0,NIR_JJ202101202
424583,31,0.0002,29,7/10/21,55.17055,-159.5174,Shumagins,0,0,0,2,JJ202101202_424583_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424583_OA1_rescan1.0,NIR_JJ202101202_rescan1
424583,31,0.0002,29,7/10/21,55.17055,-159.5174,Shumagins,,,,1,JJ202101202_424583_OA1,dried tissue,0,15,0,0,0,L,30-Nov-23,PACIFIC_COD_JJ202101202_424583_OA1.0,NIR_JJ202101202
424584,35,0.0003,29,7/10/21,55.17055,-159.5174,Shumagins,0,0,0,2,JJ202101202_424584_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424584_OA1_rescan1.0,NIR_JJ202101202_rescan1
424584,35,0.0003,29,7/10/21,55.17055,-159.5174,Shumagins,,,,1,JJ202101202_424584_OA1,,0,0,0,0,0,R,30-Nov-23,PACIFIC_COD_JJ202101202_424584_OA1.0,NIR_JJ202101202
424585,40,0.0005,29,7/10/21,55.17055,-159.5174,Shumagins,0,0,0,2,JJ202101202_424585_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424585_OA1_rescan1.0,NIR_JJ202101202_rescan1
424585,40,0.0005,29,7/10/21,55.17055,-159.5174,Shumagins,,,,1,JJ202101202_424585_OA1,,0,0,0,0,0,L,30-Nov-23,PACIFIC_COD_JJ202101202_424585_OA1.0,NIR_JJ202101202
424586,37,0.0004,29,7/10/21,55.17055,-159.5174,Shumagins,0,0,0,2,JJ202101202_424586_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424586_OA1_rescan1.0,NIR_JJ202101202_rescan1
424586,37,0.0004,29,7/10/21,55.17055,-159.5174,Shumagins,,,,1,JJ202101202_424586_OA1,,0,0,0,0,0,L,30-Nov-23,PACIFIC_COD_JJ202101202_424586_OA1.0,NIR_JJ202101202
424595,39,0.0006,28,7/10/21,55.14716,-159.5272,Shumagins,0,0,0,2,JJ202101202_424595_OA1_rescan1,0,0,0,0,1,0,0,0,PACIFIC_COD_JJ202101202_424595_OA1_rescan1.0,NIR_JJ202101202_rescan1
424595,39,0.0006,28,7/10/21,55.14716,-159.5272,Shumagins,,,,1,JJ202101202_424595_OA1,dried tissue,0,5,0,0,0,R,30-Nov-23,PACIFIC_COD_JJ202101202_424595_OA1.0,NIR_JJ202101202
424597,36,0.0004,28,7/10/21,55.14716,-159.5272,Shumagins,0,0,0,2,JJ202101202_424597_OA1_rescan1,0,0,0,0,1,0,0,0,PACIFIC_COD_JJ202101202_424597_OA1_rescan1.0,NIR_JJ202101202_rescan1
424597,36,0.0004,28,7/10/21,55.14716,-159.5272,Shumagins,,,,1,JJ202101202_424597_OA1,dried tissue and crystallized,0,75,0,0,0,R,30-Nov-23,PACIFIC_COD_JJ202101202_424597_OA1.0,NIR_JJ202101202
425900,35,0.0002,28,7/10/21,55.14716,-159.5272,Shumagins,0,0,0,2,JJ202101202_425900_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425900_OA1_rescan1.0,NIR_JJ202101202_rescan1
425900,35,0.0002,28,7/10/21,55.14716,-159.5272,Shumagins,,,,1,JJ202101202_425900_OA1,dried tissue,0,10,0,0,0,R,30-Nov-23,PACIFIC_COD_JJ202101202_425900_OA1.0,NIR_JJ202101202
425907,52,0.0012,31,7/11/21,55.12999,-159.8579,Shumagins,0,0,0,2,JJ202101202_425907_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425907_OA1_rescan1.0,NIR_JJ202101202_rescan1
425907,52,0.0012,31,7/11/21,55.12999,-159.8579,Shumagins,,,,1,JJ202101202_425907_OA1,dried tissue,0,25,0,0,0,L,30-Nov-23,PACIFIC_COD_JJ202101202_425907_OA1.0,NIR_JJ202101202
425915,37,0.0003,30,7/11/21,55.12563,-159.8416,Shumagins,0,0,0,2,JJ202101202_425915_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425915_OA1_rescan1.0,NIR_JJ202101202_rescan1
425915,37,0.0003,30,7/11/21,55.12563,-159.8416,Shumagins,,,,1,JJ202101202_425915_OA1,dried tissue,0,10,0,0,0,L,30-Nov-23,PACIFIC_COD_JJ202101202_425915_OA1.0,NIR_JJ202101202
425917,40,0.0006,30,7/11/21,55.12563,-159.8416,Shumagins,0,0,0,2,JJ202101202_425917_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425917_OA1_rescan1.0,NIR_JJ202101202_rescan1
425917,40,0.0006,30,7/11/21,55.12563,-159.8416,Shumagins,,,,1,JJ202101202_425917_OA1,dried tissue,0,15,0,0,0,L,30-Nov-23,PACIFIC_COD_JJ202101202_425917_OA1.0,NIR_JJ202101202
425919,38,0.0008,30,7/11/21,55.12563,-159.8416,Shumagins,0,0,0,2,JJ202101202_425919_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425919_OA1_rescan1.0,NIR_JJ202101202_rescan1
425919,38,0.0008,30,7/11/21,55.12563,-159.8416,Shumagins,,,,1,JJ202101202_425919_OA1,,0,0,0,0,0,L,30-Nov-23,PACIFIC_COD_JJ202101202_425919_OA1.0,NIR_JJ202101202
425925,29,0.0002,30,7/11/21,55.12563,-159.8416,Shumagins,0,0,0,2,JJ202101202_425925_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425925_OA1_rescan1.0,NIR_JJ202101202_rescan1
425925,29,0.0002,30,7/11/21,55.12563,-159.8416,Shumagins,,,,1,JJ202101202_425925_OA1,dried tissue,0,30,0,0,0,R,30-Nov-23,PACIFIC_COD_JJ202101202_425925_OA1.0,NIR_JJ202101202
425926,32,0.0004,30,7/11/21,55.12563,-159.8416,Shumagins,0,0,0,2,JJ202101202_425926_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425926_OA1_rescan1.0,NIR_JJ202101202_rescan1
425926,32,0.0004,30,7/11/21,55.12563,-159.8416,Shumagins,,,,1,JJ202101202_425926_OA1,dried tissue,0,50,0,1,0,L,30-Nov-23,PACIFIC_COD_JJ202101202_425926_OA1.0,NIR_JJ202101202
425929,35,0.0003,30,7/11/21,55.12563,-159.8416,Shumagins,0,0,0,2,JJ202101202_425929_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425929_OA1_rescan1.0,NIR_JJ202101202_rescan1
425929,35,0.0003,30,7/11/21,55.12563,-159.8416,Shumagins,,,,1,JJ202101202_425929_OA1,dried tissue,0,75,0,1,0,L,30-Nov-23,PACIFIC_COD_JJ202101202_425929_OA1.0,NIR_JJ202101202
425939,32,0,30,7/11/21,55.12563,-159.8416,Shumagins,0,0,0,2,JJ202101202_425939_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425939_OA1_rescan1.0,NIR_JJ202101202_rescan1
425939,32,0,30,7/11/21,55.12563,-159.8416,Shumagins,,,,1,JJ202101202_425939_OA1,dried tissue. too small to weigh,0,75,0,0,0,R,30-Nov-23,PACIFIC_COD_JJ202101202_425939_OA1.0,NIR_JJ202101202
425940,46,0.0008,33,7/12/21,55.13833,-159.863,Shumagins,0,0,0,2,JJ202101202_425940_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425940_OA1_rescan1.0,NIR_JJ202101202_rescan1
425940,46,0.0008,33,7/12/21,55.13833,-159.863,Shumagins,,,,1,JJ202101202_425940_OA1,,0,0,0,0,0,R,30-Nov-23,PACIFIC_COD_JJ202101202_425940_OA1.0,NIR_JJ202101202
425941,50,0.0009,33,7/12/21,55.13833,-159.863,Shumagins,0,0,0,2,JJ202101202_425941_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425941_OA1_rescan1.0,NIR_JJ202101202_rescan1
425941,50,0.0009,33,7/12/21,55.13833,-159.863,Shumagins,,,,1,JJ202101202_425941_OA1,dried tissue,0,40,0,0,0,R,30-Nov-23,PACIFIC_COD_JJ202101202_425941_OA1.0,NIR_JJ202101202
425942,39,0.0006,33,7/12/21,55.13833,-159.863,Shumagins,0,0,0,2,JJ202101202_425942_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425942_OA1_rescan1.0,NIR_JJ202101202_rescan1
425942,39,0.0006,33,7/12/21,55.13833,-159.863,Shumagins,,,,1,JJ202101202_425942_OA1,,0,0,0,0,0,R,30-Nov-23,PACIFIC_COD_JJ202101202_425942_OA1.0,NIR_JJ202101202
425943,43,0.0008,33,7/12/21,55.13833,-159.863,Shumagins,0,0,0,2,JJ202101202_425943_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425943_OA1_rescan1.0,NIR_JJ202101202_rescan1
425943,43,0.0008,33,7/12/21,55.13833,-159.863,Shumagins,,,,1,JJ202101202_425943_OA1,dried tissue,0,5,0,0,0,L,30-Nov-23,PACIFIC_COD_JJ202101202_425943_OA1.0,NIR_JJ202101202
425945,49,0.0011,33,7/12/21,55.13833,-159.863,Shumagins,0,0,0,2,JJ202101202_425945_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425945_OA1_rescan1.0,NIR_JJ202101202_rescan1
425945,49,0.0011,33,7/12/21,55.13833,-159.863,Shumagins,,,,1,JJ202101202_425945_OA1,dried tissue,0,2,0,0,0,R,30-Nov-23,PACIFIC_COD_JJ202101202_425945_OA1.0,NIR_JJ202101202
425946,50,0.0013,33,7/12/21,55.13833,-159.863,Shumagins,0,0,0,2,JJ202101202_425946_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425946_OA1_rescan1.0,NIR_JJ202101202_rescan1
425946,50,0.0013,33,7/12/21,55.13833,-159.863,Shumagins,,,,1,JJ202101202_425946_OA1,dried tissue,0,5,0,0,0,R,30-Nov-23,PACIFIC_COD_JJ202101202_425946_OA1.0,NIR_JJ202101202
425948,42,0.0005,33,7/12/21,55.13833,-159.863,Shumagins,0,0,0,2,JJ202101202_425948_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425948_OA1_rescan1.0,NIR_JJ202101202_rescan1
425948,42,0.0005,33,7/12/21,55.13833,-159.863,Shumagins,,,,1,JJ202101202_425948_OA1,,0,0,0,0,0,R,30-Nov-23,PACIFIC_COD_JJ202101202_425948_OA1.0,NIR_JJ202101202
425949,42,0.0007,33,7/12/21,55.13833,-159.863,Shumagins,0,0,0,2,JJ202101202_425949_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425949_OA1_rescan1.0,NIR_JJ202101202_rescan1
425949,42,0.0007,33,7/12/21,55.13833,-159.863,Shumagins,,,,1,JJ202101202_425949_OA1,dried tissue,0,5,0,0,0,L,30-Nov-23,PACIFIC_COD_JJ202101202_425949_OA1.0,NIR_JJ202101202
425954,32,0.0002,33,7/12/21,55.13833,-159.863,Shumagins,0,0,0,2,JJ202101202_425954_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425954_OA1_rescan1.0,NIR_JJ202101202_rescan1
425954,32,0.0002,33,7/12/21,55.13833,-159.863,Shumagins,,,,1,JJ202101202_425954_OA1,,0,0,0,0,0,L,4-Dec-23,PACIFIC_COD_JJ202101202_425954_OA1.0,NIR_JJ202101202
425955,37,0.0006,33,7/12/21,55.13833,-159.863,Shumagins,0,0,0,2,JJ202101202_425955_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425955_OA1_rescan1.0,NIR_JJ202101202_rescan1
425955,37,0.0006,33,7/12/21,55.13833,-159.863,Shumagins,,,,1,JJ202101202_425955_OA1,,0,0,0,0,0,L,4-Dec-23,PACIFIC_COD_JJ202101202_425955_OA1.0,NIR_JJ202101202
425956,33,0.0003,33,7/12/21,55.13833,-159.863,Shumagins,0,0,0,2,JJ202101202_425956_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425956_OA1_rescan1.0,NIR_JJ202101202_rescan1
425956,33,0.0003,33,7/12/21,55.13833,-159.863,Shumagins,,,,1,JJ202101202_425956_OA1,,0,0,0,0,0,L,4-Dec-23,PACIFIC_COD_JJ202101202_425956_OA1.0,NIR_JJ202101202
425957,35,0.0005,33,7/12/21,55.13833,-159.863,Shumagins,0,0,0,2,JJ202101202_425957_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425957_OA1_rescan1.0,NIR_JJ202101202_rescan1
425957,35,0.0005,33,7/12/21,55.13833,-159.863,Shumagins,,,,1,JJ202101202_425957_OA1,dried tissue,0,50,0,0,0,L,4-Dec-23,PACIFIC_COD_JJ202101202_425957_OA1.0,NIR_JJ202101202
425959,30,0.0002,33,7/12/21,55.13833,-159.863,Shumagins,0,0,0,2,JJ202101202_425959_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425959_OA1_rescan1.0,NIR_JJ202101202_rescan1
425959,30,0.0002,33,7/12/21,55.13833,-159.863,Shumagins,,,,1,JJ202101202_425959_OA1,dried tissue,0,85,0,0,0,R,4-Dec-23,PACIFIC_COD_JJ202101202_425959_OA1.0,NIR_JJ202101202
425963,47,0.0007,30,7/11/21,55.12563,-159.8416,Shumagins,0,0,0,2,JJ202101202_425963_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425963_OA1_rescan1.0,NIR_JJ202101202_rescan1
